order_id,customer_id,gender,age,city,product_category,product_price,quantity,payment_method,order_date,total_amount
1066,1249,Male,49,Alexandria,Sports,2637.08,5,Credit Card,2023-03-19,13185.4
1067,1673,Male,50,Cairo,Books,1757.56,5,Credit Card,2023-07-20,8787.8
1068,1437,Male,20,Cairo,Sports,568.78,5,Cash,2023-03-05,2843.8999999999996
1069,1117,Female,47,Alexandria,Home,4793.58,3,Debit Card,2023-01-04,14380.74
1070,1770,Male,29,Giza,Electronics,4280.64,5,Cash,2023-03-24,21403.2
1071,1890,Male,46,Alexandria,Clothing,438.54,5,Vodafone Cash,2023-07-12,2192.7000000000003
1072,1305,Female,20,Alexandria,Electronics,3612.95,4,Cash,2023-01-06,14451.8
1073,1267,Male,43,Mansoura,Clothing,1770.52,4,Credit Card,2023-07-12,7082.08
1074,1960,Male,47,Cairo,Electronics,4974.51,2,Credit Card,2023-08-05,9949.02
1075,1053,Male,26,Cairo,Clothing,1546.87,1,Vodafone Cash,2023-12-13,1546.87
1076,1235,Male,43,Aswan,Sports,1231.76,1,Credit Card,2023-01-22,1231.76
1077,1388,Female,19,Alexandria,Sports,2861.06,5,Vodafone Cash,2023-05-25,14305.3
1078,1989,Male,20,Alexandria,Sports,4183.87,2,Debit Card,2023-10-12,8367.74
1079,1733,Female,63,Giza,Sports,1002.97,2,Vodafone Cash,2023-05-25,2005.94
1080,1762,Female,21,Cairo,Electronics,3561.54,4,Vodafone Cash,2023-01-02,14246.16
1081,1824,Male,42,Giza,Clothing,353.96,2,Vodafone Cash,2023-10-15,707.92
1082,1400,Male,30,Mansoura,Sports,4598.73,3,Credit Card,2023-12-25,13796.189999999999
1083,1623,Male,56,Aswan,Electronics,451.32,5,Debit Card,2023-08-13,2256.6
1084,1766,Male,61,Giza,Clothing,4575.45,3,Cash,2023-08-02,13726.349999999999
1085,1302,Female,52,Cairo,Electronics,2479.5,1,Debit Card,2023-06-15,2479.5
1086,1918,Female,40,Mansoura,Sports,2268.05,4,Credit Card,2023-05-21,9072.2
1087,1206,Female,26,Alexandria,Home,4867.87,3,Debit Card,2023-11-13,14603.61
1088,1228,Male,19,Mansoura,Electronics,4952.4,5,Debit Card,2023-03-05,24762.0
1089,1852,Female,58,Giza,Sports,3268.38,3,Vodafone Cash,2023-11-29,9805.14
1090,1909,Male,61,Cairo,Books,679.24,3,Vodafone Cash,2023-07-31,2037.72
1091,1577,Male,48,Giza,Clothing,2555.54,2,Credit Card,2023-10-16,5111.08
1092,1074,Male,61,Alexandria,Sports,2669.36,4,Vodafone Cash,2023-04-08,10677.44
1093,1434,Male,64,Alexandria,Books,2596.51,1,Credit Card,2023-06-15,2596.51
1094,1102,Male,19,Cairo,Electronics,2868.98,5,Cash,2023-05-06,14344.9
1095,1421,Female,49,Aswan,Electronics,142.69,5,Debit Card,2023-06-06,713.45
1096,1703,Female,35,Mansoura,Books,3570.58,1,Cash,2023-09-07,3570.58
1097,1763,Male,30,Mansoura,Books,3576.35,5,Cash,2023-03-02,17881.75
1098,1737,Female,63,Alexandria,Clothing,621.58,2,Debit Card,2023-02-01,1243.16
1099,1805,Male,22,Giza,Electronics,2872.69,3,Vodafone Cash,2023-10-01,8618.07
1100,1305,Male,59,Giza,Books,2863.39,2,Cash,2023-10-28,5726.78
1101,1097,Male,61,Aswan,Home,3428.13,2,Debit Card,2023-01-21,6856.26
1102,1849,Female,27,Giza,Home,472.72,2,Cash,2023-01-12,945.44
1103,1797,Male,60,Mansoura,Books,3151.19,1,Cash,2023-09-01,3151.19
1104,1334,Male,42,Giza,Clothing,1439.72,4,Debit Card,2023-04-13,5758.88
1105,1858,Female,51,Aswan,Electronics,2559.66,1,Vodafone Cash,2023-10-03,2559.66
1106,1434,Female,54,Mansoura,Home,3877.95,1,Credit Card,2023-01-07,3877.95
1107,1446,Female,47,Giza,Books,3542.95,2,Debit Card,2023-12-13,7085.9
1108,1993,Male,24,Mansoura,Books,638.57,4,Credit Card,2023-05-10,2554.28
1109,1307,Male,23,Alexandria,Sports,2976.36,1,Debit Card,2023-10-26,2976.36
1110,1248,Female,20,Alexandria,Books,4847.13,4,Debit Card,2023-04-07,19388.52
1111,1165,Male,30,Alexandria,Clothing,826.01,2,Credit Card,2023-10-04,1652.02
1112,1480,Female,20,Giza,Home,4271.89,1,Credit Card,2023-10-12,4271.89
1113,1983,Female,43,Aswan,Sports,3527.61,4,Vodafone Cash,2023-10-15,14110.44
1114,1334,Male,41,Mansoura,Home,3881.32,5,Debit Card,2023-06-22,19406.600000000002
1115,1541,Male,23,Cairo,Home,1445.69,1,Debit Card,2023-11-28,1445.69
1116,1758,Female,60,Alexandria,Clothing,1475.05,1,Debit Card,2023-07-24,1475.05
1117,1105,Female,59,Alexandria,Books,4534.8,1,Vodafone Cash,2023-04-13,4534.8
1118,1562,Female,29,Cairo,Clothing,1831.17,4,Credit Card,2023-04-23,7324.68
1119,1080,Female,53,Cairo,Books,361.93,3,Debit Card,2023-12-26,1085.79
1120,1132,Male,19,Giza,Sports,3022.95,1,Credit Card,2023-05-11,3022.95
1121,1796,Female,28,Mansoura,Clothing,667.85,5,Vodafone Cash,2023-02-08,3339.25
1122,1899,Female,56,Alexandria,Clothing,3993.15,5,Cash,2023-11-03,19965.75
1123,1137,Female,51,Aswan,Electronics,3226.64,2,Credit Card,2023-01-08,6453.28
1124,1183,Male,43,Giza,Clothing,4379.9,3,Vodafone Cash,2023-02-15,13139.699999999999
1125,1400,Male,35,Giza,Electronics,3934.94,3,Cash,2023-07-13,11804.82
1126,1329,Female,38,Aswan,Books,604.96,4,Debit Card,2023-01-06,2419.84
1127,1784,Male,53,Aswan,Books,1936.3,2,Debit Card,2023-02-27,3872.6
1128,1507,Male,57,Aswan,Books,3884.07,4,Credit Card,2023-06-18,15536.28
1129,1851,Male,63,Cairo,Electronics,2115.84,2,Cash,2023-05-02,4231.68
1130,1983,Female,61,Alexandria,Books,4863.21,3,Vodafone Cash,2023-09-06,14589.630000000001
1131,1068,Female,39,Cairo,Home,3691.92,4,Debit Card,2023-07-26,14767.68
1132,1545,Male,47,Alexandria,Clothing,126.72,2,Debit Card,2023-04-25,253.44
1133,1773,Female,60,Cairo,Electronics,4405.93,3,Cash,2023-08-27,13217.79
1134,1052,Female,47,Mansoura,Books,548.98,3,Vodafone Cash,2023-02-23,1646.94
1135,1449,Male,25,Alexandria,Home,745.59,1,Debit Card,2023-03-17,745.59
1136,1204,Male,51,Giza,Clothing,3685.74,4,Debit Card,2023-06-18,14742.96
1137,1125,Female,64,Alexandria,Clothing,4331.59,1,Credit Card,2023-02-17,4331.59
1138,1746,Male,26,Alexandria,Books,2704.93,3,Vodafone Cash,2023-08-12,8114.789999999999
1139,1042,Female,37,Alexandria,Home,1480.8,4,Debit Card,2023-03-11,5923.2
1140,1751,Female,57,Mansoura,Electronics,1789.01,4,Cash,2023-06-04,7156.04
1141,1970,Male,42,Cairo,Books,1747.3,5,Debit Card,2023-02-16,8736.5
1142,1882,Female,36,Giza,Clothing,1667.06,2,Vodafone Cash,2023-10-06,3334.12
1143,1110,Female,22,Cairo,Clothing,1252.4,5,Credit Card,2023-07-21,6262.0
1144,1760,Male,28,Cairo,Clothing,3063.89,5,Debit Card,2023-05-22,15319.449999999999
1145,1662,Male,32,Aswan,Books,4507.01,3,Cash,2023-11-13,13521.03
1146,1182,Male,25,Mansoura,Sports,1570.06,2,Debit Card,2023-05-06,3140.12
1147,1847,Female,36,Aswan,Sports,974.14,5,Cash,2023-11-28,4870.7
1148,1094,Male,40,Mansoura,Sports,4200.96,5,Vodafone Cash,2023-06-02,21004.8
1149,1970,Male,44,Cairo,Home,3721.83,4,Credit Card,2023-03-06,14887.32
1150,1373,Male,57,Cairo,Books,4657.64,3,Vodafone Cash,2023-04-06,13972.920000000002
1151,1911,Male,49,Mansoura,Clothing,869.32,5,Debit Card,2023-06-30,4346.6
1152,1519,Female,43,Cairo,Home,764.04,2,Debit Card,2023-12-28,1528.08
1153,1899,Female,44,Cairo,Sports,2730.08,1,Credit Card,2023-06-27,2730.08
1154,1359,Male,36,Giza,Electronics,3091.45,1,Cash,2023-05-09,3091.45
1155,1899,Female,59,Aswan,Home,2426.86,3,Vodafone Cash,2023-02-08,7280.58
1156,1695,Male,46,Aswan,Home,3014.88,1,Cash,2023-10-27,3014.88
1157,1280,Male,56,Aswan,Books,942.88,4,Debit Card,2023-12-27,3771.52
1158,1194,Female,58,Alexandria,Home,2424.09,4,Cash,2023-12-16,9696.36
1159,1863,Female,50,Giza,Books,3307.56,2,Vodafone Cash,2023-05-13,6615.12
1160,1194,Male,36,Aswan,Electronics,2191.9,3,Cash,2023-04-19,6575.700000000001
1161,1666,Male,54,Aswan,Clothing,3413.26,3,Debit Card,2023-03-13,10239.78
1162,1092,Female,36,Giza,Clothing,2283.4,1,Vodafone Cash,2023-07-27,2283.4
1163,1671,Male,50,Cairo,Sports,1701.32,5,Cash,2023-03-06,8506.6
1164,1945,Female,64,Aswan,Sports,1552.84,5,Cash,2023-08-29,7764.2
1165,1060,Male,33,Cairo,Electronics,2083.97,5,Vodafone Cash,2023-03-20,10419.849999999999
1166,1633,Male,40,Aswan,Clothing,164.29,2,Debit Card,2023-03-29,328.58
1167,1050,Female,24,Mansoura,Sports,3359.2,3,Vodafone Cash,2023-06-27,10077.599999999999
1168,1402,Female,43,Alexandria,Home,4233.27,1,Debit Card,2023-09-19,4233.27
1169,1788,Female,49,Aswan,Books,1805.4,2,Cash,2023-03-07,3610.8
1170,1004,Female,29,Mansoura,Sports,277.86,4,Vodafone Cash,2023-11-21,1111.44
1171,1465,Female,25,Giza,Electronics,4934.54,4,Debit Card,2023-04-15,19738.16
1172,1603,Female,22,Mansoura,Clothing,1355.31,4,Vodafone Cash,2023-04-08,5421.24
1173,1681,Female,59,Giza,Electronics,676.77,3,Cash,2023-04-06,2030.31
1174,1828,Male,45,Aswan,Books,1880.27,4,Vodafone Cash,2023-02-15,7521.08
1175,1533,Male,22,Giza,Books,3705.86,5,Cash,2023-01-31,18529.3
1176,1404,Male,43,Mansoura,Electronics,1504.89,4,Cash,2023-07-23,6019.56
1177,1837,Female,22,Alexandria,Sports,2894.78,2,Cash,2023-05-28,5789.56
1178,1512,Female,39,Cairo,Sports,2107.02,4,Debit Card,2023-05-12,8428.08
1179,1644,Female,32,Cairo,Clothing,632.93,5,Debit Card,2023-07-05,3164.6499999999996
1180,1232,Male,30,Alexandria,Clothing,1684.92,4,Credit Card,2023-07-08,6739.68
1181,1523,Female,45,Cairo,Home,3638.11,1,Debit Card,2023-05-07,3638.11
1182,1345,Female,50,Aswan,Home,3079.42,5,Credit Card,2023-12-30,15397.1
1183,1045,Male,60,Aswan,Clothing,642.9,3,Vodafone Cash,2023-10-24,1928.6999999999998
1184,1545,Female,40,Mansoura,Home,858.45,4,Cash,2023-11-05,3433.8
1185,1944,Male,50,Mansoura,Electronics,3221.63,2,Debit Card,2023-03-28,6443.26
1186,1077,Male,60,Giza,Sports,4076.41,4,Cash,2023-05-01,16305.64
1187,1729,Female,35,Mansoura,Home,1779.9,2,Credit Card,2023-11-28,3559.8
1188,1812,Female,47,Aswan,Home,2996.79,1,Debit Card,2023-10-31,2996.79
1189,1922,Female,43,Mansoura,Electronics,894.69,3,Debit Card,2023-05-15,2684.07
1190,1072,Male,33,Cairo,Books,1591.31,5,Debit Card,2023-11-24,7956.549999999999
1191,1793,Male,30,Giza,Clothing,150.34,5,Debit Card,2023-07-18,751.7
1192,1248,Male,56,Giza,Electronics,3852.97,3,Cash,2023-06-20,11558.91
1193,1046,Female,50,Aswan,Books,2035.0,1,Debit Card,2023-09-17,2035.0
1194,1120,Female,43,Mansoura,Electronics,4089.82,1,Credit Card,2023-05-04,4089.82
1195,1213,Female,18,Cairo,Sports,3556.45,4,Debit Card,2023-08-30,14225.8
1196,1238,Female,55,Mansoura,Electronics,4152.28,1,Credit Card,2023-03-12,4152.28
1197,1055,Male,19,Alexandria,Electronics,1464.01,4,Credit Card,2023-02-28,5856.04
1198,1349,Male,23,Mansoura,Sports,966.29,2,Cash,2023-04-19,1932.58
1199,1106,Male,63,Aswan,Clothing,4860.93,3,Debit Card,2023-02-10,14582.79
1200,1830,Male,55,Mansoura,Books,3600.77,2,Credit Card,2023-10-13,7201.54
1201,1047,Female,59,Giza,Home,4178.51,2,Debit Card,2023-05-26,8357.02
1202,1572,Female,41,Cairo,Clothing,115.01,2,Cash,2023-10-13,230.02
1203,1336,Female,35,Aswan,Electronics,1804.59,2,Cash,2023-02-21,3609.18
1204,1025,Male,44,Alexandria,Home,3726.94,5,Debit Card,2023-06-25,18634.7
1205,1803,Male,58,Cairo,Sports,436.02,1,Credit Card,2023-10-06,436.02
1206,1256,Female,25,Cairo,Clothing,2858.33,3,Vodafone Cash,2023-06-14,8574.99
1207,1007,Female,45,Giza,Books,2173.91,3,Vodafone Cash,2023-11-23,6521.73
1208,1624,Male,27,Giza,Clothing,137.2,2,Cash,2023-09-09,274.4
1209,1866,Female,34,Giza,Clothing,1218.08,3,Credit Card,2023-04-13,3654.24
1210,1252,Male,46,Aswan,Home,1459.72,4,Vodafone Cash,2023-02-22,5838.88
1211,1691,Male,23,Mansoura,Sports,603.71,3,Credit Card,2023-09-12,1811.13
1212,1718,Male,31,Cairo,Sports,3176.11,2,Debit Card,2023-12-27,6352.22
1213,1302,Female,39,Mansoura,Clothing,1249.87,3,Cash,2023-06-22,3749.6099999999997
1214,1638,Female,23,Mansoura,Sports,1424.22,1,Debit Card,2023-09-08,1424.22
1215,1055,Male,43,Giza,Home,4496.28,2,Debit Card,2023-06-26,8992.56
1216,1725,Female,56,Mansoura,Home,2362.26,5,Debit Card,2023-02-18,11811.300000000001
1217,1525,Male,29,Cairo,Books,1991.03,1,Credit Card,2023-04-21,1991.03
1218,1473,Male,52,Cairo,Sports,3633.16,3,Vodafone Cash,2023-07-29,10899.48
1219,1027,Male,31,Alexandria,Books,4552.59,5,Debit Card,2023-09-05,22762.95
1220,1982,Male,39,Aswan,Electronics,173.93,1,Cash,2023-06-24,173.93
1221,1077,Female,40,Mansoura,Home,2268.78,4,Credit Card,2023-04-17,9075.12
1222,1215,Male,24,Aswan,Clothing,3073.37,1,Vodafone Cash,2023-06-02,3073.37
1223,1385,Male,57,Aswan,Home,1626.89,5,Debit Card,2023-12-13,8134.450000000001
1224,1364,Female,42,Aswan,Electronics,3873.42,4,Cash,2023-06-04,15493.68
1225,1665,Male,30,Aswan,Clothing,4858.81,3,Debit Card,2023-05-20,14576.43
1226,1525,Male,38,Cairo,Sports,4719.97,2,Vodafone Cash,2023-05-31,9439.94
1227,1698,Female,58,Mansoura,Sports,1366.61,3,Vodafone Cash,2023-09-30,4099.83
1228,1311,Female,27,Alexandria,Home,1170.37,2,Debit Card,2023-02-13,2340.74
1229,1882,Female,26,Aswan,Clothing,4789.58,2,Debit Card,2023-03-12,9579.16
1230,1006,Male,32,Alexandria,Clothing,2320.21,5,Credit Card,2023-05-05,11601.05
1231,1002,Female,19,Cairo,Books,1081.07,4,Vodafone Cash,2023-06-01,4324.28
1232,1622,Female,42,Cairo,Electronics,3549.63,4,Vodafone Cash,2023-12-15,14198.52
1233,1918,Male,30,Giza,Sports,1457.88,1,Debit Card,2023-11-12,1457.88
1234,1749,Male,51,Aswan,Home,1372.87,3,Cash,2023-11-05,4118.61
1235,1362,Male,51,Giza,Clothing,4402.28,5,Debit Card,2023-08-08,22011.399999999998
1236,1750,Male,52,Alexandria,Sports,854.27,3,Debit Card,2023-08-03,2562.81
1237,1507,Male,55,Mansoura,Home,368.75,1,Vodafone Cash,2023-11-26,368.75
1238,1273,Female,20,Giza,Sports,1382.47,1,Credit Card,2023-05-24,1382.47
1239,1505,Female,59,Cairo,Home,3054.38,5,Debit Card,2023-04-17,15271.900000000001
1240,1805,Female,23,Aswan,Sports,659.28,1,Cash,2023-12-20,659.28
1241,1738,Male,36,Alexandria,Books,2384.39,5,Cash,2023-10-08,11921.949999999999
1242,1882,Male,20,Cairo,Electronics,3155.32,1,Debit Card,2023-11-18,3155.32
1243,1014,Male,35,Mansoura,Sports,4251.25,4,Cash,2023-11-02,17005.0
1244,1191,Female,56,Aswan,Electronics,1187.85,5,Cash,2023-11-21,5939.25
1245,1984,Female,26,Mansoura,Sports,4095.86,4,Debit Card,2023-11-30,16383.44
1246,1630,Male,29,Mansoura,Clothing,1212.79,4,Cash,2023-03-05,4851.16
1247,1484,Female,22,Aswan,Books,3399.99,5,Cash,2023-10-11,16999.949999999997
1248,1027,Male,20,Aswan,Books,2181.83,3,Debit Card,2023-09-22,6545.49
1249,1713,Female,28,Mansoura,Electronics,617.67,2,Vodafone Cash,2023-01-06,1235.34
1250,1038,Female,47,Alexandria,Clothing,3585.6,1,Credit Card,2023-06-17,3585.6
1251,1952,Female,21,Aswan,Home,1127.92,1,Credit Card,2023-12-21,1127.92
1252,1272,Male,22,Cairo,Books,924.29,3,Vodafone Cash,2023-06-22,2772.87
1253,1230,Female,18,Giza,Clothing,1823.7,2,Debit Card,2023-12-04,3647.4
1254,1085,Female,44,Alexandria,Clothing,3283.79,3,Vodafone Cash,2023-04-29,9851.369999999999
1255,1473,Male,45,Aswan,Electronics,1208.28,2,Credit Card,2023-08-14,2416.56
1256,1125,Female,46,Aswan,Clothing,959.12,5,Credit Card,2023-06-23,4795.6
1257,1811,Male,35,Alexandria,Clothing,99.27,5,Credit Card,2023-05-09,496.34999999999997
1258,1536,Male,29,Giza,Home,2384.63,4,Credit Card,2023-07-06,9538.52
1259,1144,Male,30,Mansoura,Electronics,2171.8,4,Debit Card,2023-03-04,8687.2
1260,1524,Male,58,Cairo,Electronics,1207.65,5,Credit Card,2023-10-01,6038.25
1261,1211,Male,19,Aswan,Clothing,315.58,4,Credit Card,2023-03-27,1262.32
1262,1024,Female,54,Giza,Home,2174.82,5,Debit Card,2023-07-29,10874.1
1263,1579,Male,62,Cairo,Sports,3951.62,3,Vodafone Cash,2023-07-12,11854.86
1264,1393,Male,33,Alexandria,Books,3590.65,1,Debit Card,2023-08-26,3590.65
1265,1066,Male,41,Aswan,Electronics,4310.93,5,Credit Card,2023-01-20,21554.65
1266,1232,Male,52,Mansoura,Home,97.43,5,Cash,2023-07-01,487.15000000000003
1267,1108,Female,39,Alexandria,Home,4833.78,5,Debit Card,2023-02-17,24168.899999999998
1268,1145,Male,53,Aswan,Clothing,1739.99,4,Debit Card,2023-08-16,6959.96
1269,1110,Female,28,Giza,Books,4952.47,4,Vodafone Cash,2023-02-23,19809.88
1270,1227,Male,63,Cairo,Electronics,1300.47,4,Credit Card,2023-04-12,5201.88
1271,1110,Female,46,Cairo,Sports,2384.11,4,Cash,2023-03-30,9536.44
1272,1469,Male,52,Aswan,Clothing,1801.94,3,Debit Card,2023-05-24,5405.82
1273,1033,Male,32,Alexandria,Electronics,1811.02,5,Debit Card,2023-05-28,9055.1
1274,1622,Female,48,Mansoura,Electronics,4219.3,3,Debit Card,2023-08-18,12657.900000000001
1275,1775,Male,59,Giza,Home,3744.77,4,Cash,2023-10-30,14979.08
1276,1935,Female,58,Aswan,Books,4961.15,3,Debit Card,2023-09-07,14883.449999999999
1277,1368,Male,60,Giza,Sports,3086.9,5,Debit Card,2023-08-13,15434.5
1278,1747,Female,33,Cairo,Books,2343.12,5,Cash,2023-06-10,11715.599999999999
1279,1594,Male,27,Mansoura,Home,495.87,4,Debit Card,2023-06-17,1983.48
1280,1553,Male,49,Giza,Sports,4982.98,5,Cash,2023-04-20,24914.899999999998
1281,1424,Female,19,Aswan,Sports,2780.08,3,Vodafone Cash,2023-09-18,8340.24
1282,1612,Male,41,Mansoura,Clothing,3517.36,2,Cash,2023-06-22,7034.72
1283,1517,Male,40,Alexandria,Sports,2063.37,5,Vodafone Cash,2023-10-24,10316.849999999999
1284,1691,Male,19,Aswan,Electronics,2761.19,3,Cash,2023-08-31,8283.57
1285,1281,Male,55,Giza,Books,4715.76,3,Credit Card,2023-07-28,14147.28
1286,1319,Male,48,Mansoura,Books,873.78,3,Debit Card,2023-08-31,2621.34
1287,1737,Male,57,Aswan,Clothing,1497.24,5,Vodafone Cash,2023-09-11,7486.2
1288,1442,Female,43,Mansoura,Sports,802.7,2,Debit Card,2023-03-23,1605.4
1289,1951,Female,46,Mansoura,Home,3971.47,4,Debit Card,2023-01-31,15885.88
1290,1314,Female,20,Mansoura,Electronics,357.12,4,Cash,2023-01-04,1428.48
1291,1876,Male,31,Giza,Clothing,454.08,5,Credit Card,2023-07-13,2270.4
1292,1965,Female,42,Aswan,Sports,1527.55,5,Cash,2023-02-25,7637.75
1293,1740,Male,18,Cairo,Home,2595.23,1,Debit Card,2023-09-18,2595.23
1294,1376,Male,20,Cairo,Sports,2061.06,2,Cash,2023-03-22,4122.12
1295,1288,Male,43,Giza,Clothing,271.84,3,Vodafone Cash,2023-02-23,815.52
1296,1436,Male,35,Giza,Home,4789.58,3,Credit Card,2023-04-06,14368.74
1297,1661,Female,26,Mansoura,Home,4766.7,4,Debit Card,2023-12-15,19066.8
1298,1276,Male,55,Aswan,Home,1432.81,5,Cash,2023-12-02,7164.049999999999
1299,1709,Female,40,Aswan,Home,3671.05,2,Vodafone Cash,2023-09-14,7342.1
1300,1581,Male,38,Alexandria,Sports,2913.95,4,Credit Card,2023-07-23,11655.8
1301,1502,Female,18,Alexandria,Home,1225.51,2,Cash,2023-07-30,2451.02
1302,1623,Female,38,Cairo,Sports,1347.75,5,Cash,2023-11-25,6738.75
1303,1515,Female,44,Alexandria,Home,2481.21,3,Debit Card,2023-11-13,7443.63
1304,1349,Female,59,Alexandria,Home,2125.22,1,Vodafone Cash,2023-05-06,2125.22
1305,1842,Female,23,Cairo,Clothing,1491.59,2,Credit Card,2023-01-07,2983.18
1306,1445,Female,61,Cairo,Sports,4047.18,3,Cash,2023-05-05,12141.539999999999
1307,1829,Male,53,Alexandria,Sports,2433.24,2,Credit Card,2023-09-28,4866.48
1308,1349,Female,45,Aswan,Books,3291.5,2,Vodafone Cash,2023-04-18,6583.0
1309,1606,Male,62,Alexandria,Clothing,986.9,2,Debit Card,2023-09-17,1973.8
1310,1663,Female,34,Mansoura,Sports,2690.86,5,Debit Card,2023-11-15,13454.300000000001
1311,1822,Male,57,Mansoura,Clothing,1623.98,4,Debit Card,2023-03-11,6495.92
1312,1136,Female,20,Mansoura,Clothing,2655.75,2,Credit Card,2023-02-07,5311.5
1313,1758,Female,29,Giza,Clothing,3915.09,5,Credit Card,2023-06-24,19575.45
1314,1898,Male,56,Mansoura,Electronics,3856.12,1,Cash,2023-07-07,3856.12
1315,1242,Female,29,Aswan,Sports,1803.39,4,Vodafone Cash,2023-08-15,7213.56
1316,1542,Female,19,Giza,Clothing,3486.67,5,Vodafone Cash,2023-09-15,17433.35
1317,1039,Female,63,Giza,Electronics,4709.39,1,Vodafone Cash,2023-07-16,4709.39
1318,1228,Male,39,Mansoura,Electronics,3147.06,4,Credit Card,2023-01-08,12588.24
1319,1547,Female,40,Alexandria,Home,784.63,5,Debit Card,2023-02-20,3923.15
1320,1919,Male,47,Cairo,Home,3414.56,1,Vodafone Cash,2023-08-10,3414.56
1321,1222,Female,22,Alexandria,Sports,569.28,5,Cash,2023-01-19,2846.3999999999996
1322,1005,Female,26,Alexandria,Home,4366.95,1,Credit Card,2023-12-16,4366.95
1323,1321,Male,38,Giza,Sports,2607.47,2,Debit Card,2023-09-04,5214.94
1324,1467,Female,28,Giza,Electronics,1956.45,2,Vodafone Cash,2023-01-31,3912.9
1325,1731,Female,22,Giza,Electronics,332.18,4,Debit Card,2023-03-21,1328.72
1326,1074,Male,52,Aswan,Sports,1934.88,1,Cash,2023-12-24,1934.88
1327,1003,Female,44,Aswan,Home,4520.87,2,Vodafone Cash,2023-01-22,9041.74
1328,1846,Male,19,Cairo,Home,153.87,4,Vodafone Cash,2023-10-16,615.48
1329,1645,Male,41,Giza,Sports,2399.51,3,Debit Card,2023-08-30,7198.530000000001
1330,1117,Male,48,Mansoura,Books,4659.23,2,Credit Card,2023-08-02,9318.46
1331,1880,Female,50,Giza,Home,2004.46,2,Debit Card,2023-07-19,4008.92
1332,1605,Male,56,Aswan,Clothing,2169.47,5,Cash,2023-06-14,10847.349999999999
1333,1503,Male,47,Giza,Home,2913.87,3,Debit Card,2023-05-20,8741.61
1334,1997,Female,63,Aswan,Books,2341.54,1,Debit Card,2023-11-16,2341.54
1335,1946,Male,54,Giza,Electronics,884.58,4,Vodafone Cash,2023-10-12,3538.32
1336,1573,Female,45,Mansoura,Electronics,141.85,3,Credit Card,2023-01-13,425.54999999999995
1337,1440,Female,48,Cairo,Electronics,3068.57,1,Credit Card,2023-01-26,3068.57
1338,1193,Female,28,Mansoura,Home,4607.99,2,Credit Card,2023-01-22,9215.98
1339,1846,Female,40,Aswan,Electronics,576.5,4,Credit Card,2023-12-15,2306.0
1340,1714,Male,19,Alexandria,Books,1094.22,4,Debit Card,2023-03-17,4376.88
1341,1391,Male,57,Mansoura,Books,1882.64,3,Vodafone Cash,2023-04-02,5647.92
1342,1025,Male,58,Giza,Home,4053.27,5,Vodafone Cash,2023-11-25,20266.35
1343,1434,Male,44,Cairo,Clothing,1382.84,1,Credit Card,2023-09-23,1382.84
1344,1172,Male,52,Giza,Home,4416.17,3,Debit Card,2023-02-17,13248.51
1345,1299,Female,19,Giza,Electronics,322.04,5,Credit Card,2023-06-19,1610.2
1346,1644,Male,56,Mansoura,Home,4707.74,5,Credit Card,2023-12-12,23538.699999999997
1347,1325,Male,54,Cairo,Books,2825.7,5,Vodafone Cash,2023-09-02,14128.5
1348,1409,Male,38,Alexandria,Home,3310.95,4,Vodafone Cash,2023-08-16,13243.8
1349,1117,Female,22,Giza,Home,1870.06,1,Credit Card,2023-07-06,1870.06
1350,1835,Female,62,Cairo,Clothing,3920.87,1,Debit Card,2023-06-17,3920.87
1351,1786,Male,38,Alexandria,Books,874.5,3,Credit Card,2023-07-22,2623.5
1352,1723,Female,46,Giza,Sports,292.11,2,Vodafone Cash,2023-01-06,584.22
1353,1224,Male,37,Cairo,Sports,2007.81,3,Vodafone Cash,2023-05-12,6023.43
1354,1531,Male,55,Mansoura,Books,4275.79,1,Debit Card,2023-09-02,4275.79
1355,1112,Female,37,Giza,Sports,3786.89,4,Credit Card,2023-04-01,15147.56
1356,1139,Female,42,Giza,Electronics,2609.92,3,Credit Card,2023-11-07,7829.76
1357,1558,Male,19,Cairo,Sports,2882.08,2,Cash,2023-05-06,5764.16
1358,1000,Male,49,Giza,Electronics,692.97,3,Credit Card,2023-08-30,2078.91
1359,1089,Female,43,Alexandria,Books,4211.37,5,Debit Card,2023-09-06,21056.85
1360,1653,Male,23,Giza,Sports,3945.45,2,Vodafone Cash,2023-01-07,7890.9
1361,1319,Female,58,Aswan,Sports,3299.53,5,Cash,2023-03-29,16497.65
1362,1549,Male,20,Alexandria,Electronics,2357.65,4,Debit Card,2023-03-27,9430.6
1363,1804,Female,50,Cairo,Electronics,4824.07,1,Debit Card,2023-12-21,4824.07
1364,1893,Male,18,Alexandria,Home,4401.21,3,Cash,2023-05-25,13203.630000000001
1365,1138,Male,22,Aswan,Clothing,3239.93,3,Credit Card,2023-11-27,9719.789999999999
1366,1510,Female,30,Aswan,Sports,1890.41,5,Cash,2023-07-17,9452.050000000001
1367,1867,Male,36,Giza,Clothing,3109.21,5,Debit Card,2023-12-29,15546.05
1368,1844,Male,29,Giza,Clothing,2898.43,1,Credit Card,2023-06-13,2898.43
1369,1258,Female,42,Mansoura,Sports,2001.5,3,Vodafone Cash,2023-05-25,6004.5
1370,1672,Male,52,Alexandria,Electronics,1568.04,1,Cash,2023-12-08,1568.04
1371,1901,Male,29,Mansoura,Home,2064.7,5,Debit Card,2023-01-01,10323.5
